Id,Label,Attribut,Kernwort,Bedeutung,Autor:in,Jahr,Jahrhundert
im Schlamme seiner Erniedrigung wälzen,im Schlamme seiner Erniedrigung wälzen,Metapher,Schlamme,sich selbst bemittleiden,,,
sich fesseln lassen,sich fesseln lassen,Metapher,fesseln,begeistert sein,,,
jemanden mit der Nase auf etwas stoßen,jemanden mit der Nase auf etwas stoßen,Metapher,stoßen,jemandem etwas sehr deutlich zeigen,,,
auf dem Trockenen sitzen,auf dem Trockenen sitzen,Metapher,Trockenem,kein Geld mehr haben,,,
jemandem etwas ins Herz jagen,jemandem etwas ins Herz jagen,Metapher,Herz,jemandem etwas Verletzendes sagen,,,
Öl ins Feuer gießen,Öl ins Feuer gießen,Metapher,gießen,etwas noch schlimmer machen,,,
Weg zum Glück,Weg zum Glück,Metapher,Weg,"Lebensweise, die glücklich macht",,,
dem Missgeschick seinen Stachel nehmen,dem Missgeschick seinen Stachel nehmen,Metapher,Stachel,etwas weniger schlimm finden,,,
Weg zur Zufriedenheit,Weg zur Zufriedenheit,Metapher,Weg,"Lebensweise, die glücklich macht",,,
in alle Spitzen gestochen,in alle Spitzen gestochen,Metapher,Spitzen,alles erreicht haben,,,
etwas legt sich wie ein Stein auf jemandes Herz,etwas legt sich wie ein Stein auf jemandes Herz,Metapher,Herz,etwas bereitet jemandem Sorgen,,,
aus der Haut fahren,aus der Haut fahren,Metapher,fahren,wütend werden,,,
etwas hinten und vorne nicht brauchen,etwas hinten und vorne nicht brauchen,Metapher,hinten,etwas gar nicht brauchen,,,
Geld schlüpfte durch die Finger,Geld schlüpfte durch die Finger,Metapher,schlüpfen,Geld wird zu leichtfertig ausgegeben,,,
an den Fingern bleibt nichts kleben,an den Fingern bleibt nichts kleben,Metapher,kleben,alles wird erledigt,,,
eine Nase haben bis etwas passiert ,eine Nase haben bis etwas passiert ,Metapher,Nase,lange dauern,,,
in alle Wege,in alle Wege,Metapher,Wege,bei allem,,,
jemandem den Hof machen ,jemandem den Hof machen ,Metapher,Hof,um jemanden werben,,,
in eins verflochten sein,in eins verflochten sein,Metapher,verflochten,Beschreibung der Liebe,,,
Schimpfreden über jemandem ausgießen,Schimpfreden über jemandem ausgießen,Metapher,ausgießen,mit jemandem schimpfen,,,
zu etwas hinauf schwingen,zu etwas hinauf schwingen,Metapher,schwingen,Erkenntnis erlangen,,,
zu etwas hinauf klettern,zu etwas hinauf klettern,Metapher,klettern,langsam und mühsam Erkenntnis erlangen,,,
hoher Standpunkt,hoher Standpunkt,Metapher,Standpunkt,edle Meinung,,,
der strenge Richterstuhl der Kritik,der strenge Richterstuhl der Kritik,Metapher,Richterstuhl,das strenge Urteil der Kritiker,,,
mit fremden Federn schmücken,mit fremden Federn schmücken,Metapher,schmücken,anderer Ideen für die eigenen ausgeben ,,,
ein Herz und eine Seele sein,ein Herz und eine Seele sein,Metapher,Herz,sich mit jemand anderem sehr gut verstehen,,,
nur drei Lieder auf dem Kasten haben und eins nach dem anderen von der Walze herunter drehen,nur drei Lieder auf dem Kasten haben und eins nach dem anderen von der Walze herunter drehen,Metapher,Kasten,"nur wenige Themen haben, zu denen man etwas sagen kann",,,
an der Grenze zu etwas sein,an der Grenze zu etwas sein,Metapher,Grenze,etwas beinahe sein,,,
in Phantasie und Dichtung leben,in Phantasie und Dichtung leben,Metapher,leben,viel lesen,,,
Mit Ihnen kommt das Licht,Mit Ihnen kommt das Licht,Metapher,Licht,"wenn Sie kommen, wird es schön",,,
von oben allein das Heil erwarten,von oben allein das Heil erwarten,Metapher,oben,an eine göttliche Macht glauben,,,
"der Sinne, der sich nach oben richtet","der Sinne, der sich nach oben richtet",Metapher,oben,an eine göttliche Macht glauben,,,
etwas noch höher stellen als etwas anderes,etwas noch höher stellen als etwas anderes,Metapher,höher,etwas noch mehr schätzen als etwas anderes,,,
Geschichte von dem Kamel und dem Nadelöhr,Geschichte von dem Kamel und dem Nadelöhr,Metapher,Nadelöhr,"Anspielung auf ein biblisches Gleichnis, in dem die Phrase ""eher geht ein Kamel durch ein Nadelöhr"" für etwas Unmögliches steht",,,
kleine Verhältnisse,kleine Verhältnisse,Metapher,klein,"einfaches, ärmliches Leben",,,
das Blümlein des Wissens großgezogen,das Blümlein des Wissens großgezogen,Metapher,Blümlein,jemanden viel lehren,,,
schwer ums Herz sein,schwer ums Herz sein,Metapher,Herz,traurig sein,,,
niedrigen Standes sein,niedrigen Standes sein,Metapher,niedrig,eine weniger angesehene gesellschaftliche Stellung haben,,,
jemandem etwas an den Hals werfen,jemandem etwas an den Hals werfen,Metapher,Hals,jemandem etwas aufzwingen,,,
das Gerücht glüht noch unter der Asche,das Gerücht glüht noch unter der Asche,Metapher,unter,das Gerücht ist noch nicht vergessen worden,,,
hilfreiche Hand zu leisten,hilfreiche Hand zu leisten,Metapher,Hand,helfen,,,
noch weit entfernt von etwas sein,noch weit entfernt von etwas sein,Metapher,entfernt,noch lange für etwas brauchen werden,,,
diesen bildete die Natur selbst,diesen bildete die Natur selbst,Metapher,Natur,Personifizierung der Natur,,,
in einem Strom von Worten ausgießen,in einem Strom von Worten ausgießen,Metapher,Strom,viele Worte verwenden,,,
aus dem Leben gehen,aus dem Leben gehen,Metapher,gehen,sterben,,,
"höhere Grade, die er noch zu ersteigen hat","höhere Grade, die er noch zu ersteigen hat",Metapher,ersteigen,"Dinge, die er noch erreichen möchte",,,
erst in den zweiten Vorhof des Heiligthums vorgeschritten sein,erst in den zweiten Vorhof des Heiligthums vorgeschritten sein,Metapher,Vorhof,sich noch am Anfang befinden,,,
"jemandem durch klüglich berechnete Umwege, Schritt für Schritt, dahin leiten, wo man ihn haben will","jemandem durch klüglich berechnete Umwege, Schritt für Schritt, dahin leiten, wo man ihn haben will",Metapher,leiten,jemanden manipulieren,,,
in den Händen von jemandem sein,in den Händen von jemandem sein,Metapher,Hände,jemandem ausgeliefert sein,,,
etwas wirft einen in die vorige Bezauberung zurück,etwas wirft einen in die vorige Bezauberung zurück,Metapher,zurückwerfen,man wird wieder in einen Zustand der Verzauberung versetzt,,,
ins wahre Licht setzen,ins wahre Licht setzen,Metapher,Licht,"etwas so zeigen, wie es ist",,,
etwas in einem ganz neuen Licht zeigen,etwas in einem ganz neuen Licht zeigen,Metapher,Licht,etwas von einer anderen Seite zeigen,,,
ins Gedränge kommen,ins Gedränge kommen,Metapher,Gedränge,in einen emotionalen Konflikt geraten,,,
Land der Seelen,Land der Seelen,Metapher,Land,Jenseits,,,
die Oberhand haben,die Oberhand haben,Metapher,Oberhand,überlegen sein,,,
in jemanden dringen,in jemanden dringen,Metapher,dringen,auf jemanden einwirken,,,
etwas keinen Strohhalm breit näher sein,etwas keinen Strohhalm breit näher sein,Metapher,Strohhalm,nicht weiter gekommen sein,,,
Der Mantel der Unempfindlichkeit ist der beste Mantel,Der Mantel der Unempfindlichkeit ist der beste Mantel,Metapher,Mantel,"wer unempfindlich ist, ist emotional am besten geschützt",,,
verhülle dich in Unempfindlichkeit,verhülle dich in Unempfindlichkeit,Metapher,verhüllen,werde unempfindlich,,,
jemanden aus seiner Begeisterung reißen,jemanden aus seiner Begeisterung reißen,Metapher,reißen,jemanden ernüchtern,,,
sich in seine Tugend verhüllen,sich in seine Tugend verhüllen,Metapher,verhüllen,tugendhaft sein,,,
jemanden mit Gewalt zurückstoßen,jemanden mit Gewalt zurückstoßen,Metapher,zurückstoßen,jemanden emotional verletzen,,,
alles ist im Kriege,alles ist im Kriege,Metapher,Krieg,die Menschen vertragen sich nicht,,,
jemandem ein paar Schritte abgewinnen,jemandem ein paar Schritte abgewinnen,Metapher,abgewinnen,sich jemandem gegenüber einen Vorteil verschaffen,,,
jemandes Herz einnehmen,jemandes Herz einnehmen,Metapher,Herz,jemanden für sich begeistern,,,
traurige Leere im Herzen zurücklassen,traurige Leere im Herzen zurücklassen,Metapher,Leere,jemanden traurig machen,,,
mit etwas auf dem Boden sein,mit etwas auf dem Boden sein,Metapher,Boden,nichts mehr von etwas haben,,,
jemanden zum Teufel jagen,jemanden zum Teufel jagen,Metapher,jagen,nichts mehr von jemandem wissen wollen,,,
den Schlüssel zum Herzen von jemandem haben,den Schlüssel zum Herzen von jemandem haben,Metapher,Schlüssel,"der einzige Mensch sein, der Liebe in jemandem hervorrufen kann",,,
seine Seele ist in ihre Reizungen verwebt,seine Seele ist in ihre Reizungen verwebt,Metapher,verwebt,er liebt sie,,,
den Empfindungen die Tür vor der Nase zuschlagen,den Empfindungen die Tür vor der Nase zuschlagen,Metapher,Tür,keine Empfindungen mehr zulassen,,,
der Fröhlichkeit den Hals brechen,der Fröhlichkeit den Hals brechen,Metapher,Hals,unglücklich machen ,,,
auf seine Vorstellungen einen schwarzen Schleier werfen,auf seine Vorstellungen einen schwarzen Schleier werfen,Metapher,Schleier,seinen Blick für das Schöne trüben,,,
Pfad des Lebens,Pfad des Lebens,Metapher,Pfad,Reihe von Lebensentscheidungen,,,
nur von einer Seite,nur von einer Seite,Metapher,Seite,unausgewogen,,,
"wie ein Mensch, den man aus einem Feenschlosse in eine Wildniß führt","wie ein Mensch, den man aus einem Feenschlosse in eine Wildniß führt",Metapher,Wildniß,"wie jemand, der vom Glück ins Unglück kommt",,,
Hand an jemanden legen,Hand an jemanden legen,Metapher,Hand,jemanden verletzen,,,
jemandem ein Haar krümmen,jemandem ein Haar krümmen,Metapher,Haar,jemanden verletzen,,,
wie aus einem Munde,wie aus einem Munde,Metapher,Mund,im Chor,,,
des Tages Last und Hitze tragen,des Tages Last und Hitze tragen,Metapher,Last,erschöpft sein,,,
etwas unter den Händen verlieren,etwas unter den Händen verlieren,Metapher,Hände,"etwas verlieren, obwohl man es genau beobachtet",,,
eiserne Brust des Sturms,eiserne Brust des Sturms,Metapher,eisern,Beschreibung eines sehr starken Sturms,,,
Den Nagel auf den Kopf treffen,Den Nagel auf den Kopf treffen,Metapher,Nagel,den Kern einer Sache erfassen,,,
auf Sand bauen,auf Sand bauen,Metapher,Sand,auf etwas Ungewisses vertrauen,,,
durch falsche Steine eine Wahrheit erspiegeln,durch falsche Steine eine Wahrheit erspiegeln,Metapher,Steine,lügen,,,
ein anderes Bild von etwas aufstellen,ein anderes Bild von etwas aufstellen,Metapher,aufstellen,etwas anders darstellen,,,
das Gerade krumm und das Krumme gerade machen,das Gerade krumm und das Krumme gerade machen,Metapher,grade,alles ins Gegenteil verkehren,,,
jemandem einen Stein in den Weg legen,jemandem einen Stein in den Weg legen,Metapher,Stein ,Komplikationen für jemanden verursachen,,,
Steine des Anfloßes,Steine des Anfloßes,Metapher,Steine,"Spitzname für diejenigen in der Familie, die etwas besitzen",,,
Edelsteine der Familie,Edelsteine der Familie,Metapher,Edelsteine,Spitzname für die adeligen in der Familie,,,
zu nahe treten,zu nahe treten,Metapher,nahe,beleidigen,,,
mittels eines Streifschusses,mittels eines Streifschusses,Metapher,Streifschuss,flüchtig,,,
alle Hände voll zu tun haben,alle Hände voll zu tun haben,Metapher,Hände,viel zu tun haben,,,
bei der Stange bleiben,bei der Stange bleiben,Metapher,Stange,interessiert bleiben,,,
etwas zu weit treiben,etwas zu weit treiben,Metapher,weit,übertreiben,,,
sich mit dem Meere vermählen,sich mit dem Meere vermählen,Metapher,Meer,zur See gehen,,,
auf Ihrer Seite,auf Ihrer Seite,Metapher,Seite,Meinung,,,
auf Vorbedeutungen gehen dürfen,auf Vorbedeutungen gehen dürfen,Metapher,gehen,etwas voraussagen dürfen,,,
hohes Leben,hohes Leben,Metapher,hoch,bedeutsames Leben,,,
aus freier Hand zeichnen,aus freier Hand zeichnen,Metapher,frei,ohne Vorlage zeichnen,,,
Regenten der Harmonie,Regenten der Harmonie,Metapher,Regent,Beschreibung für einen Bass,,,
wächserne Nasen,wächserne Nasen,Metapher,wächsern,unzufriedene Gesichter,,,
Weg,Weg,Metapher,Weg,Reihe von Entscheidungen,,,
aufsteigen,aufsteigen,Metapher,aufsteigen,erfolgreicher werden,,,
Welttheater,Welttheater,Metapher,Welttheater,sehr gute Unterhaltung,,,
Garten,Garten,Metapher,Garten,"Paradiesischer, religiöser Ort ",,,
groß,groß,Metapher,groß,bedeutsam,,,
groß,groß,Metapher,groß,bedeutsam,,,
hoch,hoch,Metapher,hoch,angesehen,,,
Zwingburg,Zwingburg,Metapher,Zwingburg,"ein Raum, von dem aus Zwang ausgeübt wird",,,
Welten,Welten,Metapher,Welten,etwas sehr Umfassendes,,,
hoch,hoch,Metapher,hoch,bedeutsam,,,
niedrig,niedrig,Metapher,niedrig,schlecht angesehen,,,
höher,höher,Metapher,höher,besser,,,
Staatsmaschine,Staatsmaschine,Metapher,Staatsmaschine,Staat,,,
Jenseits,Jenseits,Metapher,Jenseits,Ort des Lebens nach dem Tod,,,
himmlisch,Himmel,Metapher,himmlisch,von einer göttlichen Macht stammend,,,
groß,groß,Metapher,groß,bedeutsam,,,
hoch,hoch,Metapher,hoch,bedeutsam,,,
Schlüssel,Schlüssel,Metapher,Schlüssel,das Kernelement,,,
Geisterreich,Geisterreich,Metapher,Geisterreich,Jenseits,,,
Deckmantel,Deckmantel,Metapher,Deckmantel,"etwas, womit man seine wahren Absichten verbergen kann",,,
Schlüssel,Schlüssel,Metapher,Schlüssel,das Kernelement,,,
groß,groß,Metapher,groß,bedeutsam,,,
Familienecksteine,Familienecksteine,Metapher,Familienecksteine,Spitzname für die Ältesten der Familie,,,
hoch,hoch,Metapher,hoch,bedeutsam,,,
groß,groß,Metapher,groß,bedeutsam,,,
Der im Irr-Garten der Liebe herum taumelnde Cavalier,Der im Irr-Garten der Liebe herum taumelnde Cavalier,Werk,,,Johann Gottfried Schnabel,1738,18. Jh.
Der redliche Mann am Hofe,Der redliche Mann am Hofe,Werk,,,Johann Michael von Loen,1742,18. Jh.
Geschichte der Abderiten,Geschichte der Abderiten,Werk,,,Christoph Martin Wieland,1774,18. Jh.
Belphegor,Belphegor,Werk,,,Johann Karl Wezel,1776,18. Jh.
Lebensläufe nach aufsteigender Linie,Lebensläufe nach aufsteigender Linie,Werk,,,Theodor Gottlieb von Hippel,1781,18. Jh.
Usong,Usong,Werk,,,Albrecht von Haller,1783,18. Jh.
Kakerlak,Kakerlak,Werk,,,Johann Karl Wezel,1784,18. Jh.
Maria,Maria,Werk,,,Margareta Sophia Liebeskind,1784,18. Jh.
Ardinghello,Ardinghello,,,,Wilhelm Heinse,1787,18. Jh.
Alf von Dülmen,Alf von Dülmen,Werk,,,Benedikte Naubert,1791,18. Jh.
Die Amtmannin von Hohenweiler,Die Amtmannin von Hohenweiler,Werk,,,Benedikte Naubert,1791,18. Jh.
"Fausts Leben, Taten und Höllenfahrt","Fausts Leben, Taten und Höllenfahrt",Werk,,,Friedrich Maximilian Klinger,1791,18. Jh.
Peregrinus Proteus,Peregrinus Proteus,Werk,,,Christoph Martin Wieland,1791,18. Jh.
Das Blüthenalter der Empfindung,Das Blüthenalter der Empfindung,Werk,,,Sophie Mereau,1794,18. Jh.
Woldemar,Woldemar,Werk,,,Friedrich Heinrich Jacobi,1794,18. Jh.
Kreuz- und Querzüge des Ritters von A bis Z,Kreuz- und Querzüge des Ritters von A bis Z,Werk,,,Theodor Gottlieb von Hippel,1794,18. Jh.
Agnes von Lilien,Agnes von Lilien,Werk,,,Caroline von Wolzogen,1798,18. Jh.
Elisa,Elisa,Werk,,,Wilhelmine Caroline von Wobeser,1799,18. Jh.
Hyperion Fragment,Hyperion Fragment,Werk,,,Friedrich Hölderlin,1799,18. Jh.
Rinaldo Rinaldini,Rinaldo Rinaldini,Werk,,,Christian August Vulpius,1799,18. Jh.
Florentin,Florentin,Werk,,,Dorothea Schlegel,1801,19. Jh.
Die Honigmonathe,Die Honigmonathe,Werk,,,Caroline Auguste Fischer,1802,19. Jh.
Rodrich,Rodrich,Werk,,,Caroline de la Motte Fouqué,1806,19. Jh.
Lebensansichten des Katers Murr,Lebensansichten des Katers Murr,Werk,,,E.T.A. Hoffmann,1820,19. Jh.
Evremont,Evremont,Werk,,,Sophie Bernhardi,1836,19. Jh.
St. Roche,St. Roche,Werk,,,Henriette Paalzow,1839,19. Jh.
Feldblumen,Feldblumen,Werk,,,Adalbert Stifter,1840,19. Jh.
Faustine,Faustine,Werk,,,Ida Hahn-Hahn,1841,19. Jh.
Geld und Geist,Geld und Geist,Werk,,,Jeremias Gotthelf,1844,19. Jh.
Weisse Sclaven oder die Leiden des Volkes,Weisse Sclaven oder die Leiden des Volkes,,,,Ernst Adolf Willkomm,1845,19. Jh.
Der Sonnenwirt,Der Sonnenwirt,Werk,,,Hermann Kurz,1846,19. Jh.
Heiteretei,Heiteretei,Werk,,,Otto Ludwig,1857,19. Jh.
Der Pedlar,Der Pedlar,,,,Otto Ruppius,1857,19. Jh.
Das Heideprinzeßchen,Das Heideprinzeßchen,Werk,,,Eugenie Marlitt,1872,19. Jh.
Problematische Naturen. Zweite Abteilung (durch Nacht zum Licht),Problematische Naturen. Zweite Abteilung (durch Nacht zum Licht),Werk,,,Friedrich Spielhagen,1874,19. Jh.
"Irrungen, Wirrungen","Irrungen, Wirrungen",Werk,,,Theodor Fontane,1887,19. Jh.
Frau Jenny Treibel,Frau Jenny Treibel,Werk,,,Theodor Fontane,1892,19. Jh.
Die Akten des Vogelsang,Die Akten des Vogelsang,Werk,,,Wilhelm Raabe,1896,19. Jh.
Sibilla Dalmar,Sibilla Dalmar,Werk,,,Hedwig Dohm,1897,19. Jh.
Leben und Lüge,Leben und Lüge,Werk,,,Detlev von Liliencron,1900,20.Jh.
Großstadt,Großstadt,Werk,,,Dora Dunker,1900,20.Jh.
Liwûna und Kaidôh,Liwûna und Kaidôh,Werk,,,Paul Scheerbart,1901,20.Jh.
Immer mutig!,Immer mutig!,Werk,,,Paul Scheerbart,1902,20.Jh.
Christa Ruland,Christa Ruland,Werk,,,Hedwig Dohm,1902,20.Jh.
Arbeit,Arbeit,Werk,,,Ilse Frapan,1903,20.Jh.
Andreas Vöst,Andreas Vöst,Werk,,,Ludwig Thoma,1906,20.Jh.
Im Reiche des silbernen Löwen III,Im Reiche des silbernen Löwen III,Werk,,,Karl May,1908,20.Jh.
Caspar Hauser oder Die Trägheit des Herzens,Caspar Hauser oder Die Trägheit des Herzens,Werk,,,Jacob Wassermann,1908,20.Jh.
Die Intellektuellen,Die Intellektuellen,Werk,,,Grete Meisel-Hess,1911,20.Jh.
Herrn Dames Aufzeichnungen,Herrn Dames Aufzeichnungen,Werk,,,Fanny zu Reventlow,1913,20.Jh.
Flammetti ,Flammetti,Werk,,,Hugo Ball,1918,20.Jh.
Martha's Kinder,Martha's Kinder,Werk,,,Bertha von Suttner,1920,20.Jh.
Beate und Mareile,Beate und Mareile,Werk,,,Eduard von Keyserling,1922,20.Jh.
Heimliches Berlin,Heimliches Berlin,Werk,,,Franz Hessel,1927,20.Jh.
Berlin Alexanderplatz,Berlin Alexanderplatz,Werk,,,Alfred Döblin,1929,20.Jh.
Borgia,Borgia,Werk,,,Klabund,1931,20.Jh.
Heißer Sommer,Heißer Sommer,Werk,,,Uwe Timm,1974,20.Jh.
Die Ahnen,Die Ahnen,Werk,,,Gustav Freytag,1880,19. Jh.
Der Schlangenbaum,Der Schlangenbaum,Werk,,,Uwe Timm,1986,20.Jh.
Todeserklärung,Todeserklärung,Werk,,,Klaus Erfmeyer,2007,21. Jh.
Grablichter,Grablichter,Werk,,,Eva Almstädt,2008,21. Jh.
Corpus Delicti,Corpus Delicti,Werk,,,Juli Zeh,2009,21. Jh.
Der Trümmermörder,Der Trümmermörder,Werk,,,Cay Rademacher,2011,21. Jh.
So was von da ,So was von da ,Werk,,,Tino Hanekamp,2011,21. Jh.
Freitisch,Freitisch,Werk,,,Uwe Timm,2011,21. Jh.
Mingus,Mingus,Werk,,,Keto von Waberer,2012,21. Jh.
Ohnegrund,Ohnegrund,Werk,,,Schulamit Meixner,2012,21. Jh.
Der schwarze Regen,Der schwarze Regen,Werk,,,Rainer Wekwerth,2015,21. Jh.
Das Versprechen,Das Versprechen,Werk,,,Christian Sielaff,2016,21. Jh.
leere Herzen,leere Herzen,Werk,,,Juli Zeh,2017,21. Jh.
